Count,REP_ID,REP_PLOT,SERIES_NUM,COUNTRY_CODE,BROAD_HABITAT,loi,year,DOM_GRAIN,SOIL_GROUP,CACO3_RANK,northing,easting,latitude,longitude,time,LandCover
0,1000X1,1000RPT20,1000,SCO,1,8.22708415985,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,787861.5,387210.375,56.9817708794,-2.2120543212,2007,10
1,1000X1,1000RPT20,1000,SCO,1,14.1825399399,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,787861.5,387210.375,56.9817708794,-2.2120543212,1998,10
2,1000X1,1000RPT20,1000,SCO,1,5.0,1978,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,787861.5,387210.375,56.9817708794,-2.2120543212,1978,10
3,1000X2,1000RPT21,1000,SCO,4,6.19075202942,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,787842.375,387670.625,56.9816116959,-2.20448096306,2007,3
4,1000X2,1000RPT21,1000,SCO,4,6.0,1978,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,787842.375,387670.625,56.9816116959,-2.20448096306,1978,3
5,1000X2,1000RPT21,1000,SCO,4,6.09882211685,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,787842.375,387670.625,56.9816116959,-2.20448096306,1998,3
6,1000X3,1000RPT38,1000,SCO,4,4.55501794815,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,787406.8125,387257.5625,56.9776876465,-2.21125480681,1998,3
7,1000X3,1000RPT22,1000,SCO,4,5.66060209274,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,787406.8125,387257.5625,56.9776876465,-2.21125480681,2007,3
8,1000X4,1000RPT23,1000,SCO,4,5.34041213989,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,787182.375,387598.78125,56.975680844,-2.20563028147,1998,3
9,1000X4,1000RPT23,1000,SCO,4,5.0,1978,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,787182.375,387598.78125,56.975680844,-2.20563028147,1978,3
10,1000X4,1000RPT23,1000,SCO,4,5.71599721909,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,787182.375,387598.78125,56.975680844,-2.20563028147,2007,3
11,1000X5,1000RPT24,1000,SCO,4,2.93775200844,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,787420.3125,387872.65625,56.9778256127,-2.20113652944,2007,3
12,1000X5,1000RPT24,1000,SCO,4,3.98735499382,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,787420.3125,387872.65625,56.9778256127,-2.20113652944,1998,3
13,1012X1,1012RPT11,1012,SCO,8,3.23689389229,2007,GRAVEL,LIGHT TO MEDIUM,NONE,802849.625,297223.65625,57.1050863555,-3.69832073742,2007,13
14,1012X4,1012RPT14,1012,SCO,8,1.82301604748,2007,GRAVEL,LIGHT TO MEDIUM,NONE,802161.5625,297611.0,57.0989945683,-3.69164784949,2007,13
15,1012X5,1012RPT15,1012,SCO,8,2.09887194633,2007,GRAVEL,LIGHT TO MEDIUM,NONE,802354.0625,297851.1875,57.1007764865,-3.68776389841,2007,13
16,1015X1,1015RPT12,1015,SCO,1,18.4296207428,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802808.125,342370.75,57.1125944596,-2.95316180083,2007,11
17,1015X1,1015RPT12,1015,SCO,1,20.0990009308,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802808.125,342370.75,57.1125944596,-2.95316180083,1998,11
18,1015X2,1015RPT13,1015,SCO,1,14.7043504715,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802650.5,342295.8125,57.1111692901,-2.95436250985,2007,1
19,1015X3,1015RPT14,1015,SCO,12,11.7753095627,2007,UNKN,ALL,NONE,802598.9375,342705.34375,57.1107574558,-2.94759013847,2007,2
20,1015X4,1015RPT15,1015,SCO,10,22.5055294037,1998,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802332.375,342791.875,57.1083740181,-2.94610065707,1998,11
21,1015X4,1015RPT15,1015,SCO,10,18.6154098511,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802332.375,342791.875,57.1083740181,-2.94610065707,2007,11
22,1015X5,1015RPT16,1015,SCO,10,17.2854804993,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802248.5,342191.6875,57.1075455043,-2.95598836922,1998,11
23,1015X5,1015RPT16,1015,SCO,10,10.282910347,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802248.5,342191.6875,57.1075455043,-2.95598836922,2007,11
24,1017X1,1017RPT13,1017,SCO,10,18.0,1978,COARSE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802525.375,372252.4375,57.1128350159,-2.45977560226,1978,10
25,1017X1,1017RPT13,1017,SCO,10,78.1225204468,2007,COARSE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802525.375,372252.4375,57.1128350159,-2.45977560226,2007,10
26,1017X1,1017RPT13,1017,SCO,10,72.7498016357,1998,COARSE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802525.375,372252.4375,57.1128350159,-2.45977560226,1998,10
27,1017X2,1017RPT14,1017,SCO,2,86.4660797119,1998,MEDIUM,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802204.5625,372284.8125,57.1099551839,-2.45920542036,1998,10
28,1017X2,1017RPT14,1017,SCO,2,4.0,1978,MEDIUM,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802204.5625,372284.8125,57.1099551839,-2.45920542036,1978,10
29,1017X2,1017RPT14,1017,SCO,2,69.3833236694,2007,MEDIUM,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802204.5625,372284.8125,57.1099551839,-2.45920542036,2007,10
30,1017X3,1017RPT15,1017,SCO,10,8.0,1978,COARSE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802437.0625,372544.75,57.1120593325,-2.45493966401,1978,10
31,1017X3,1017RPT15,1017,SCO,10,25.4465198517,1998,COARSE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802437.0625,372544.75,57.1120593325,-2.45493966401,1998,10
32,1017X3,1017RPT15,1017,SCO,10,25.3168201447,2007,COARSE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802437.0625,372544.75,57.1120593325,-2.45493966401,2007,10
33,1017X4,1017RPT16,1017,SCO,10,32.0,1978,COARSE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802607.8125,372829.625,57.1136101265,-2.45025495669,1978,10
34,1017X4,1017RPT16,1017,SCO,10,38.4120292664,2007,COARSE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802607.8125,372829.625,57.1136101265,-2.45025495669,2007,10
35,1017X4,1017RPT16,1017,SCO,10,75.8326797485,1998,COARSE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802607.8125,372829.625,57.1136101265,-2.45025495669,1998,10
36,1017X5,1017RPT17,1017,SCO,10,23.7652702332,1998,COARSE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802548.125,372499.5625,57.1130542778,-2.45569798084,1998,10
37,1017X5,1017RPT17,1017,SCO,10,21.6171207428,2007,COARSE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802548.125,372499.5625,57.1130542778,-2.45569798084,2007,10
38,1017X5,1017RPT17,1017,SCO,10,55.0,1978,COARSE,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,802548.125,372499.5625,57.1130542778,-2.45569798084,1978,10
39,101X1,101RPT29,101,ENG,5,8.56705760956,2007,UNKN,MEDIUM TO LIGHT(SILTY),NONE,127833.640625,282154.8125,51.0377397445,-3.68217426921,2007,4
40,101X2,101RPT30,101,ENG,5,11.9697914124,2007,UNKN,MEDIUM TO LIGHT(SILTY),NONE,127721.992188,282692.1875,51.036846272,-3.67447712649,2007,4
41,101X3,101RPT31,101,ENG,1,11.0638742447,2007,MUD,MEDIUM(SILTY),NONE,127291.5625,282821.1875,51.033003759,-3.67249877346,2007,1
42,101X4,101RPT32,101,ENG,6,9.71580982208,2007,MUD,MEDIUM(SILTY),NONE,127111.859375,282605.9375,51.0313445603,-3.6755088486,2007,5
43,101X5,101RPT33,101,ENG,1,15.4521961212,2007,MUD,MEDIUM(SILTY),NONE,127377.148438,282259.75,51.0336581788,-3.68052976934,2007,1
44,1020X1,1020RPT10,1020,SCO,10,92.9408416748,2007,SILT,ALL,NONE,814870.0625,83167.15625,57.115192493,-7.23618725202,2007,12
45,1020X1,1020RPT10,1020,SCO,10,93.0,1978,SILT,ALL,NONE,814870.0625,83167.15625,57.115192493,-7.23618725202,1978,12
46,1020X1,1020RPT10,1020,SCO,10,94.3764724731,1998,SILT,ALL,NONE,814870.0625,83167.15625,57.115192493,-7.23618725202,1998,12
47,1020X2,1020RPT11,1020,SCO,12,96.2646408081,1998,SILT,ALL,NONE,814853.75,83651.0,57.1153794399,-7.22821066466,1998,10
48,1020X2,1020RPT11,1020,SCO,12,82.0,1978,SILT,ALL,NONE,814853.75,83651.0,57.1153794399,-7.22821066466,1978,10
49,1020X2,1020RPT11,1020,SCO,12,93.5937271118,2007,SILT,ALL,NONE,814853.75,83651.0,57.1153794399,-7.22821066466,2007,10
50,1020X3,1020RPT12,1020,SCO,10,94.0,1978,MEDIUM,LIGHT(SANDY),NONE,814409.3125,83245.421875,57.1111247021,-7.23431744123,1978,12
51,1020X3,1020RPT12,1020,SCO,10,96.315032959,2007,MEDIUM,LIGHT(SANDY),NONE,814409.3125,83245.421875,57.1111247021,-7.23431744123,2007,12
52,1020X3,1020RPT12,1020,SCO,10,96.7704696655,1998,MEDIUM,LIGHT(SANDY),NONE,814409.3125,83245.421875,57.1111247021,-7.23431744123,1998,12
53,1020X4,1020RPT13,1020,SCO,12,93.0,1978,SILT,ALL,NONE,814210.6875,83602.453125,57.1095934497,-7.22819639195,1978,10
54,1020X4,1020RPT13,1020,SCO,12,95.1630020142,1998,SILT,ALL,NONE,814210.6875,83602.453125,57.1095934497,-7.22819639195,1998,10
55,1020X4,1020RPT13,1020,SCO,12,96.1470413208,2007,SILT,ALL,NONE,814210.6875,83602.453125,57.1095934497,-7.22819639195,2007,10
56,1020X5,1020RPT14,1020,SCO,10,95.0,1978,SILT,ALL,NONE,814359.625,83817.6328125,57.1110736628,-7.22484667916,1978,10
57,1020X5,1020RPT14,1020,SCO,10,96.5197372437,1998,SILT,ALL,NONE,814359.625,83817.6328125,57.1110736628,-7.22484667916,1998,10
58,1020X5,1020RPT14,1020,SCO,10,94.8185577393,2007,SILT,ALL,NONE,814359.625,83817.6328125,57.1110736628,-7.22484667916,2007,10
59,1025X1,1025RPT16,1025,SCO,12,24.4281692505,2007,SAND,LIGHT(SANDY),NONE,817841.4375,192353.921875,57.2041491845,-5.43939387552,2007,8
60,1025X2,1025RPT17,1025,SCO,12,71.5771865845,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,817581.0625,192770.796875,57.2020031222,-5.43228936174,2007,8
61,1025X3,1025RPT18,1025,SCO,12,93.3425216675,2007,MUD,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817260.4375,192906.921875,57.1991896628,-5.42977355321,2007,8
62,1025X4,1025RPT19,1025,SCO,10,59.5077285767,2007,MUD,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817218.75,192449.359375,57.1986089217,-5.43729759758,2007,13
63,1025X5,1025RPT20,1025,SCO,12,93.8485870361,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,817595.8125,192156.921875,57.2018574361,-5.44244345431,2007,8
64,1028X1,1028RPT13,1028,SCO,2,19.0,1978,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817842.375,237189.5,57.2222859031,-4.69816935598,1978,2
65,1028X1,1028RPT13,1028,SCO,2,15.8122396469,1998,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817842.375,237189.5,57.2222859031,-4.69816935598,1998,2
66,1028X1,1028RPT13,1028,SCO,2,10.5820903778,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817842.375,237189.5,57.2222859031,-4.69816935598,2007,2
67,1028X2,1028RPT14,1028,SCO,1,36.4323310852,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817751.75,237668.71875,57.2216428711,-4.69018309189,2007,11
68,1028X2,1028RPT14,1028,SCO,1,13.0,1978,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817751.75,237668.71875,57.2216428711,-4.69018309189,1978,11
69,1028X2,1028RPT14,1028,SCO,1,18.2165699005,1998,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817751.75,237668.71875,57.2216428711,-4.69018309189,1998,11
70,1028X3,1028RPT27,1028,SCO,2,46.2756309509,1998,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817453.25,237226.15625,57.2188073366,-4.6973080332,1998,2
71,1028X3,1028RPT15,1028,SCO,2,43.0,1978,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817453.25,237226.15625,57.2188073366,-4.6973080332,1978,2
72,1028X3,1028RPT15,1028,SCO,2,56.9534988403,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817453.25,237226.15625,57.2188073366,-4.6973080332,2007,2
73,1028X4,1028RPT16,1028,SCO,1,42.0,1978,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817192.625,237604.65625,57.2166031306,-4.69087728475,1978,1
74,1028X4,1028RPT16,1028,SCO,1,14.482460022,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817192.625,237604.65625,57.2166031306,-4.69087728475,2007,1
75,1028X4,1028RPT28,1028,SCO,1,7.57716989517,1998,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817192.625,237604.65625,57.2166031306,-4.69087728475,1998,1
76,1028X5,1028RPT17,1028,SCO,2,28.2617206573,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817367.8125,237847.296875,57.2182610604,-4.68697856296,2007,2
77,1028X5,1028RPT17,1028,SCO,2,11.5344800949,1998,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817367.8125,237847.296875,57.2182610604,-4.68697856296,1998,2
78,1029X1,1029RPT10,1029,SCO,10,13.5276098251,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817978.5625,252181.40625,57.2285941526,-4.45022029839,2007,5
79,1029X2,1029RPT11,1029,SCO,12,93.2307662964,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817772.8125,252630.953125,57.2268925572,-4.44265924036,2007,11
80,1029X3,1029RPT12,1029,SCO,10,48.3536109924,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817315.625,252708.578125,57.2228144095,-4.44110360096,2007,14
81,1029X4,1029RPT13,1029,SCO,10,42.7164802551,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817125.1875,252449.28125,57.2210217991,-4.44528053127,2007,8
82,1029X5,1029RPT14,1029,SCO,12,58.6309700012,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817348.5,252173.171875,57.2229368888,-4.44998143563,2007,8
83,102X1,102RPT30,102,ENG,5,9.11209964752,2007,SAND,MEDIUM(SILTY) TO LIGHT(SILTY),NONE,127929.71875,297142.375,51.0414848144,-3.4685180791,2007,4
84,102X2,102RPT31,102,ENG,5,9.23989963531,2007,UNKN,MEDIUM TO LIGHT(SILTY),NONE,127764.046875,297872.71875,51.0401259794,-3.45805744969,2007,4
85,102X3,102RPT32,102,ENG,6,9.37756824493,2007,UNKN,MEDIUM TO LIGHT(SILTY),NONE,127566.398438,297359.0,51.0382576236,-3.46532620554,2007,4
86,102X4,102RPT33,102,ENG,5,11.9644899368,2007,MUD,MEDIUM(SILTY),NONE,127456.804688,297092.1875,51.0372246894,-3.46909919406,2007,4
87,102X5,102RPT34,102,ENG,5,9.81015872955,2007,UNKN,MEDIUM TO LIGHT(SILTY),NONE,127193.984375,297672.9375,51.034965953,-3.46074482174,2007,4
88,1034X1,1034RPT11,1034,SCO,10,87.7240524292,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817876.5,327357.6875,57.2457939609,-3.20538879356,2007,13
89,1034X2,1034RPT12,1034,SCO,10,28.5771903992,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817571.5,327199.65625,57.243029648,-3.20791723971,2007,13
90,1034X3,1034RPT13,1034,SCO,10,31.6524906158,2007,SILT,ALL,NONE,817509.6875,327849.625,57.2425775871,-3.19713216539,2007,13
91,1034X4,1034RPT14,1034,SCO,12,98.5184707642,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817172.3125,327773.15625,57.2395355667,-3.19830057015,2007,13
92,1034X5,1034RPT15,1034,SCO,12,96.94190979,2007,SILT,ALL,NONE,817093.875,327092.4375,57.2387230692,-3.209552843,2007,13
93,1038X1,1038RPT10,1038,SCO,6,1.69770896435,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817505.25,387551.5,57.2480697101,-2.20793023677,2007,5
94,1038X1,1038RPT10,1038,SCO,6,9.0,1978,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817505.25,387551.5,57.2480697101,-2.20793023677,1978,5
95,1038X3,1038RPT12,1038,SCO,5,7.93463516235,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817297.75,387720.15625,57.2462107348,-2.20512495311,2007,4
96,1038X3,1038RPT12,1038,SCO,5,10.0,1978,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817297.75,387720.15625,57.2462107348,-2.20512495311,1978,4
97,1038X4,1038RPT13,1038,SCO,5,8.02155685425,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817377.375,387434.6875,57.2469180841,-2.20985926022,1998,4
98,1038X4,1038RPT13,1038,SCO,5,8.36306095123,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817377.375,387434.6875,57.2469180841,-2.20985926022,2007,4
99,1038X4,1038RPT13,1038,SCO,5,7.0,1978,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817377.375,387434.6875,57.2469180841,-2.20985926022,1978,4
100,1038X5,1038RPT14,1038,SCO,5,7.0,1978,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817793.875,387183.65625,57.2506523947,-2.21404076635,1978,4
101,1038X5,1038RPT14,1038,SCO,5,6.78053808212,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817793.875,387183.65625,57.2506523947,-2.21404076635,1998,4
102,1038X5,1038RPT14,1038,SCO,5,7.02975416183,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,817793.875,387183.65625,57.2506523947,-2.21404076635,2007,4
103,1039X1,1039RPT20,1039,SCO,4,3.92935490608,1998,UNKN,MEDIUM TO HEAVY,VARIABLE(LOW),818802.9375,397238.84375,57.2598903218,-2.04741218899,1998,3
104,1039X1,1039RPT20,1039,SCO,4,5.80080699921,2007,UNKN,MEDIUM TO HEAVY,VARIABLE(LOW),818802.9375,397238.84375,57.2598903218,-2.04741218899,2007,3
105,1039X2,1039RPT21,1039,SCO,5,2.38047003746,1998,SAND,LIGHT TO MEDIUM,NONE,818852.75,397539.3125,57.2603395645,-2.04243193665,1998,4
106,1039X2,1039RPT21,1039,SCO,5,3.1973400116,2007,SAND,LIGHT TO MEDIUM,NONE,818852.75,397539.3125,57.2603395645,-2.04243193665,2007,4
107,1039X3,1039RPT22,1039,SCO,4,6.93689107895,1998,UNKN,LIGHT(SANDY),VARIABLE(LOW),818389.5625,397173.46875,57.2561766105,-2.04849099239,1998,3
108,1039X3,1039RPT22,1039,SCO,4,5.57761907578,2007,UNKN,LIGHT(SANDY),VARIABLE(LOW),818389.5625,397173.46875,57.2561766105,-2.04849099239,2007,3
109,1039X4,1039RPT23,1039,SCO,1,6.5050330162,2007,SAND,LIGHT TO MEDIUM,NONE,818103.75,397548.46875,57.2536114581,-2.04227238964,2007,4
110,1039X4,1039RPT23,1039,SCO,1,8.15908145905,1998,SAND,LIGHT TO MEDIUM,NONE,818103.75,397548.46875,57.2536114581,-2.04227238964,1998,4
111,1039X5,1039RPT24,1039,SCO,6,3.30112695694,1998,SAND,LIGHT TO MEDIUM,NONE,818233.0,397818.125,57.2547739283,-2.03780434,1998,18
112,1039X5,1039RPT24,1039,SCO,6,2.50968647003,2007,SAND,LIGHT TO MEDIUM,NONE,818233.0,397818.125,57.2547739283,-2.03780434,2007,18
113,1041X1,1041RPT20,1041,SCO,12,97.5597915649,1998,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,834962.125,86283.359375,57.2970703008,-7.21027277648,1998,12
114,1041X1,1041RPT10,1041,SCO,12,95.0,1978,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,834962.125,86283.359375,57.2970703008,-7.21027277648,1978,12
115,1041X1,1041RPT10,1041,SCO,12,95.3254165649,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,834962.125,86283.359375,57.2970703008,-7.21027277648,2007,12
116,1041X2,1041RPT11,1041,SCO,12,95.0,1978,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,834782.25,86674.828125,57.2957297508,-7.20357596232,1978,11
117,1041X2,1041RPT11,1041,SCO,12,96.8065032959,1998,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,834782.25,86674.828125,57.2957297508,-7.20357596232,1998,11
118,1041X2,1041RPT11,1041,SCO,12,96.2485275269,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,834782.25,86674.828125,57.2957297508,-7.20357596232,2007,11
119,1041X3,1041RPT12,1041,SCO,12,94.0,1978,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,834416.375,86255.8046875,57.2921692931,-7.21003609698,1978,11
120,1041X3,1041RPT21,1041,SCO,12,97.2486190796,1998,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,834416.375,86255.8046875,57.2921692931,-7.21003609698,1998,11
121,1041X3,1041RPT12,1041,SCO,12,96.4940872192,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,834416.375,86255.8046875,57.2921692931,-7.21003609698,2007,11
122,1041X4,1041RPT13,1041,SCO,12,96.0961380005,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,834214.125,86637.5078125,57.2906218591,-7.20347322637,2007,11
123,1041X4,1041RPT13,1041,SCO,12,96.0,1978,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,834214.125,86637.5078125,57.2906218591,-7.20347322637,1978,11
124,1041X4,1041RPT13,1041,SCO,12,96.2690734863,1998,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,834214.125,86637.5078125,57.2906218591,-7.20347322637,1998,11
125,1041X5,1041RPT14,1041,SCO,12,47.0,1978,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,834688.25,86420.3671875,57.2947143317,-7.20766161785,1978,11
126,1041X5,1041RPT14,1041,SCO,12,32.5626182556,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,834688.25,86420.3671875,57.2947143317,-7.20766161785,2007,11
127,1041X5,1041RPT14,1041,SCO,12,66.5340499878,1998,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,834688.25,86420.3671875,57.2947143317,-7.20766161785,1998,11
128,1043X1,1043RPT25,1043,SCO,2,96.0073928833,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832883.25,147216.609375,57.3162469748,-6.19994094495,2007,12
129,1043X1,1043RPT43,1043,SCO,2,97.476890564,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832883.25,147216.609375,57.3162469748,-6.19994094495,1998,12
130,1043X1,1043RPT25,1043,SCO,2,95.0,1978,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832883.25,147216.609375,57.3162469748,-6.19994094495,1978,12
131,1043X2,1043RPT26,1043,SCO,2,91.0,1978,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832804.0,147682.296875,57.3157946325,-6.19214930862,1978,2
132,1043X2,1043RPT26,1043,SCO,2,38.0294303894,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832804.0,147682.296875,57.3157946325,-6.19214930862,1998,2
133,1043X2,1043RPT26,1043,SCO,2,36.3176002502,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832804.0,147682.296875,57.3157946325,-6.19214930862,2007,2
134,1043X3,1043RPT44,1043,SCO,12,93.9474334717,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832344.4375,147227.3125,57.311425882,-6.19921239621,1998,12
135,1043X3,1043RPT27,1043,SCO,12,96.0,1978,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832344.4375,147227.3125,57.311425882,-6.19921239621,1978,12
136,1043X4,1043RPT28,1043,SCO,2,81.2726974487,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832173.0625,147622.046875,57.3101089374,-6.19250234486,1998,2
137,1043X4,1043RPT28,1043,SCO,2,50.0,1978,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832173.0625,147622.046875,57.3101089374,-6.19250234486,1978,2
138,1043X4,1043RPT28,1043,SCO,2,94.598487854,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832173.0625,147622.046875,57.3101089374,-6.19250234486,2007,2
139,1043X5,1043RPT29,1043,SCO,2,88.7717895508,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832339.8125,147891.546875,57.3117516902,-6.1882109338,2007,2
140,1043X5,1043RPT29,1043,SCO,2,57.0,1978,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832339.8125,147891.546875,57.3117516902,-6.1882109338,1978,2
141,1043X5,1043RPT29,1043,SCO,2,95.1792831421,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832339.8125,147891.546875,57.3117516902,-6.1882109338,1998,2
142,1044X1,1044RPT12,1044,SCO,12,93.0,1978,UNKN,LIGHT TO MEDIUM,NONE,832851.5,160197.234375,57.3229670486,-5.98493422858,1978,21
143,1044X1,1044RPT12,1044,SCO,12,92.4122314453,2007,UNKN,LIGHT TO MEDIUM,NONE,832851.5,160197.234375,57.3229670486,-5.98493422858,2007,21
144,1044X1,1044RPT12,1044,SCO,12,11.0668697357,1998,UNKN,LIGHT TO MEDIUM,NONE,832851.5,160197.234375,57.3229670486,-5.98493422858,1998,21
145,1044X2,1044RPT13,1044,SCO,12,81.6136703491,1998,SILT,ALL,NONE,832324.6875,160256.0,57.3182771396,-5.98344923458,1998,10
146,1044X2,1044RPT13,1044,SCO,12,17.0,1978,SILT,ALL,NONE,832324.6875,160256.0,57.3182771396,-5.98344923458,1978,10
147,1044X2,1044RPT13,1044,SCO,12,44.1018409729,2007,SILT,ALL,NONE,832324.6875,160256.0,57.3182771396,-5.98344923458,2007,10
148,1044X3,1044RPT14,1044,SCO,12,91.7382507324,2007,UNKN,LIGHT TO MEDIUM,NONE,832162.9375,160570.984375,57.3169930208,-5.97807534957,2007,10
149,1044X3,1044RPT14,1044,SCO,12,91.0,1978,UNKN,LIGHT TO MEDIUM,NONE,832162.9375,160570.984375,57.3169930208,-5.97807534957,1978,10
