Count,REP_ID,REP_PLOT,SERIES_NUM,COUNTRY_CODE,BROAD_HABITAT,loi,year,DOM_GRAIN,SOIL_GROUP,CACO3_RANK,northing,easting,latitude,longitude,time,LandCover
665,1190X1,1190RPT20,1190,SCO,12,32.5769081116,2007,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,1027874.75,342249.8125,59.1337440968,-3.01083980726,2007,5
666,1190X2,1190RPT21,1190,SCO,5,56.0579986572,2007,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,1027702.5,342524.4375,59.1322347635,-3.00599662475,2007,5
667,1190X3,1190RPT22,1190,SCO,5,14.043510437,2007,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,1027360.5,342430.75,59.1291513186,-3.00754309901,2007,5
668,1190X4,1190RPT23,1190,SCO,5,9.89691162109,2007,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,1027193.4375,342687.71875,59.1276860586,-3.00301049547,2007,4
669,1190X5,1190RPT24,1190,SCO,5,12.5512304306,2007,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,1027348.125,342901.78125,59.1291038034,-2.99931188552,2007,5
670,1193X1,1193RPT16,1193,SCO,10,88.8276824951,2007,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,1038849.75,356232.75,59.2339643269,-2.76874935638,2007,11
671,1193X1,1193RPT26,1193,SCO,10,91.4100036621,1998,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,1038849.75,356232.75,59.2339643269,-2.76874935638,1998,11
672,1193X2,1193RPT17,1193,SCO,10,58.4322013855,1998,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,1038436.75,356226.9375,59.2302552959,-2.76876772432,1998,11
673,1193X2,1193RPT17,1193,SCO,10,89.8233337402,2007,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,1038436.75,356226.9375,59.2302552959,-2.76876772432,2007,11
674,1193X3,1193RPT18,1193,SCO,5,15.5161600113,1998,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),1038193.375,356645.53125,59.22811311,-2.76138493271,1998,4
675,1193X3,1193RPT18,1193,SCO,5,14.4965295792,2007,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),1038193.375,356645.53125,59.22811311,-2.76138493271,2007,4
676,1193X4,1193RPT19,1193,SCO,5,15.611989975,1998,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),1038348.25,356909.65625,59.229530783,-2.75678834204,1998,4
677,1193X4,1193RPT19,1193,SCO,5,16.0345802307,2007,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),1038348.25,356909.65625,59.229530783,-2.75678834204,2007,4
678,1193X5,1193RPT20,1193,SCO,10,52.089099884,1998,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,1038681.5625,356417.8125,59.2324732494,-2.76547272022,1998,11
679,1193X5,1193RPT20,1193,SCO,10,60.9224395752,2007,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,1038681.5625,356417.8125,59.2324732494,-2.76547272022,2007,11
680,1197X1,1197RPT11,1197,SCO,12,87.1791992188,2007,SILT,ALL,NONE,1147629.5,427907.125,60.212063259,-1.49826692432,2007,11
681,1197X2,1197RPT12,1197,SCO,10,39.0317306519,2007,SILT,ALL,NONE,1147205.0,427936.125,60.2082499638,-1.49780191371,2007,11
682,1197X3,1197RPT13,1197,SCO,10,95.762046814,2007,SILT,ALL,NONE,1147091.5,427815.375,60.2072391434,-1.49999582059,2007,11
683,1197X5,1197RPT15,1197,SCO,12,95.6724395752,2007,SILT,ALL,NONE,1147179.375,427109.75,60.208075465,-1.51271365565,2007,12
684,11X1,11RPT15,11,ENG,5,16.3253269196,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,37578.3515625,282082.15625,50.226421044,-3.65447368836,2007,4
685,11X2,11RPT16,11,ENG,6,7.82729244232,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,37121.3632812,282083.59375,50.2223131428,-3.65431137543,2007,4
686,11X3,11RPT17,11,ENG,9,16.1394462585,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,37298.390625,282557.40625,50.2239989425,-3.64772719875,2007,5
687,11X4,11RPT18,11,ENG,9,18.0583667755,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,37259.1484375,282294.65625,50.2235938733,-3.65139677263,2007,4
688,11X5,11RPT19,11,ENG,9,15.7045965195,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,37199.4921875,282888.65625,50.2231756151,-3.64305501,2007,5
689,1200X1,1200RPT20,1200,SCO,12,96.2344970703,1998,SILT,ALL,NONE,1162138.25,442764.8125,60.3410358951,-1.22714010222,1998,12
690,1200X1,1200RPT20,1200,SCO,12,95.7684631348,2007,SILT,ALL,NONE,1162138.25,442764.8125,60.3410358951,-1.22714010222,2007,12
691,1200X1,1200RPT20,1200,SCO,12,94.0,1978,SILT,ALL,NONE,1162138.25,442764.8125,60.3410358951,-1.22714010222,1978,12
692,1200X2,1200RPT21,1200,SCO,12,95.8294067383,2007,SILT,ALL,NONE,1162251.375,442342.0,60.3420957629,-1.23477468593,2007,12
693,1200X2,1200RPT21,1200,SCO,12,93.0,1978,SILT,ALL,NONE,1162251.375,442342.0,60.3420957629,-1.23477468593,1978,12
694,1200X2,1200RPT21,1200,SCO,12,96.5093078613,1998,SILT,ALL,NONE,1162251.375,442342.0,60.3420957629,-1.23477468593,1998,12
695,1200X3,1200RPT22,1200,SCO,8,91.3629608154,2007,SILT,ALL,NONE,1162586.375,442727.15625,60.3450629933,-1.22772710876,2007,12
696,1200X3,1200RPT22,1200,SCO,8,94.5500030518,1998,SILT,ALL,NONE,1162586.375,442727.15625,60.3450629933,-1.22772710876,1998,12
697,1200X3,1200RPT22,1200,SCO,8,91.0,1978,SILT,ALL,NONE,1162586.375,442727.15625,60.3450629933,-1.22772710876,1978,12
698,1200X4,1200RPT23,1200,SCO,12,95.9133834839,1998,SILT,ALL,NONE,1162810.375,442377.375,60.3471106251,-1.23401632504,1998,12
699,1200X4,1200RPT23,1200,SCO,12,94.9073410034,2007,SILT,ALL,NONE,1162810.375,442377.375,60.3471106251,-1.23401632504,2007,12
700,1200X4,1200RPT23,1200,SCO,12,96.0,1978,SILT,ALL,NONE,1162810.375,442377.375,60.3471106251,-1.23401632504,1978,12
701,1200X5,1200RPT24,1200,SCO,12,96.4362335205,1998,SILT,ALL,NONE,1162596.5,442178.375,60.3452112149,-1.23766625144,1998,10
702,1200X5,1200RPT24,1200,SCO,12,97.0,1978,SILT,ALL,NONE,1162596.5,442178.375,60.3452112149,-1.23766625144,1978,10
703,1200X5,1200RPT24,1200,SCO,12,95.5274200439,2007,SILT,ALL,NONE,1162596.5,442178.375,60.3452112149,-1.23766625144,2007,10
704,1202X1,1202RPT14,1202,SCO,6,22.8619403839,2007,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1177734.875,427978.75,60.482349708,-1.49279787877,2007,5
705,1202X1,1202RPT14,1202,SCO,6,35.0,1978,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1177734.875,427978.75,60.482349708,-1.49279787877,1978,5
706,1202X1,1202RPT24,1202,SCO,5,25.3100204468,1998,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1177734.875,427978.75,60.482349708,-1.49279787877,1998,5
707,1202X2,1202RPT15,1202,SCO,8,2.0,1978,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1177919.375,427881.78125,60.4840128388,-1.49453623828,1978,5
708,1202X2,1202RPT15,1202,SCO,8,23.2388591766,1998,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1177919.375,427881.78125,60.4840128388,-1.49453623828,1998,5
709,1202X2,1202RPT15,1202,SCO,8,26.4015598297,2007,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1177919.375,427881.78125,60.4840128388,-1.49453623828,2007,5
710,1202X4,1202RPT17,1202,SCO,12,79.3448028564,1998,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1177779.5,427106.3125,60.4828097173,-1.50866374319,1998,5
711,1202X4,1202RPT17,1202,SCO,12,59.3709487915,2007,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1177779.5,427106.3125,60.4828097173,-1.50866374319,2007,5
712,1202X4,1202RPT17,1202,SCO,12,18.0,1978,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1177779.5,427106.3125,60.4828097173,-1.50866374319,1978,5
713,1202X5,1202RPT18,1202,SCO,8,82.0,1978,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1177977.25,427060.0625,60.4845882133,-1.50947837382,1978,5
714,1202X5,1202RPT18,1202,SCO,8,87.0486831665,1998,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1177977.25,427060.0625,60.4845882133,-1.50947837382,1998,5
715,1202X5,1202RPT18,1202,SCO,8,86.1686477661,2007,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1177977.25,427060.0625,60.4845882133,-1.50947837382,2007,5
716,1205X1,1205RPT13,1205,SCO,8,25.1647396088,2007,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1191862.5,432190.25,60.6088713943,-1.41389234976,2007,5
717,1205X1,1205RPT13,1205,SCO,8,90.1342391968,1998,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1191862.5,432190.25,60.6088713943,-1.41389234976,1998,5
718,1205X1,1205RPT13,1205,SCO,8,37.0,1978,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1191862.5,432190.25,60.6088713943,-1.41389234976,1978,5
719,1205X2,1205RPT14,1205,SCO,5,36.2118797302,1998,SILT,ALL,NONE,1191775.125,432649.78125,60.6080499499,-1.40551414084,1998,4
720,1205X2,1205RPT14,1205,SCO,5,50.8380317688,2007,SILT,ALL,NONE,1191775.125,432649.78125,60.6080499499,-1.40551414084,2007,4
721,1205X2,1205RPT14,1205,SCO,5,77.0,1978,SILT,ALL,NONE,1191775.125,432649.78125,60.6080499499,-1.40551414084,1978,4
722,1205X3,1205RPT15,1205,SCO,8,96.9054489136,1998,SILT,ALL,NONE,1191408.125,432200.78125,60.6047913082,-1.41377396244,1998,5
723,1205X3,1205RPT15,1205,SCO,8,93.9030227661,2007,SILT,ALL,NONE,1191408.125,432200.78125,60.6047913082,-1.41377396244,2007,5
724,1205X4,1205RPT16,1205,SCO,8,95.0,1978,SILT,ALL,NONE,1191162.375,432556.75,60.6025564045,-1.40731398705,1978,5
725,1205X4,1205RPT16,1205,SCO,8,90.9837799072,1998,SILT,ALL,NONE,1191162.375,432556.75,60.6025564045,-1.40731398705,1998,5
726,1205X4,1205RPT16,1205,SCO,8,95.6828765869,2007,SILT,ALL,NONE,1191162.375,432556.75,60.6025564045,-1.40731398705,2007,5
727,1205X5,1205RPT17,1205,SCO,12,96.9366912842,1998,SILT,ALL,NONE,1191210.625,432836.15625,60.6029668828,-1.40220406211,1998,12
728,1205X5,1205RPT17,1205,SCO,12,86.0,1978,SILT,ALL,NONE,1191210.625,432836.15625,60.6029668828,-1.40220406211,1978,12
729,1205X5,1205RPT17,1205,SCO,12,95.6984634399,2007,SILT,ALL,NONE,1191210.625,432836.15625,60.6029668828,-1.40220406211,2007,12
730,1206X2,1206RPT10,1206,SCO,12,93.2058029175,2007,SILT,ALL,NONE,1191688.0,444384.53125,60.6061441255,-1.19123020543,2007,12
731,1206X3,1206RPT11,1206,SCO,12,94.7377166748,2007,SILT,ALL,NONE,1191591.875,444739.59375,60.6052418368,-1.18476813679,2007,12
732,1206X4,1206RPT12,1206,SCO,12,68.6673736572,2007,SILT,ALL,NONE,1191097.5,444606.09375,60.600818528,-1.18731745135,2007,12
733,1208X1,1208RPT24,1208,SCO,12,58.9711914062,1998,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207205.75,457609.125,60.7437625463,-0.945201582229,1998,5
734,1208X1,1208RPT11,1208,SCO,12,80.8823928833,2007,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207205.75,457609.125,60.7437625463,-0.945201582229,2007,5
735,1208X1,1208RPT11,1208,SCO,12,93.0,1978,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207205.75,457609.125,60.7437625463,-0.945201582229,1978,5
736,1208X2,1208RPT12,1208,SCO,12,35.0,1978,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207335.625,457871.21875,60.7448904942,-0.940356901992,1978,5
737,1208X2,1208RPT12,1208,SCO,12,92.9671707153,2007,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207335.625,457871.21875,60.7448904942,-0.940356901992,2007,5
738,1208X3,1208RPT13,1208,SCO,12,21.5354003906,1998,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207543.625,457871.34375,60.7467575776,-0.94029306777,1998,10
739,1208X3,1208RPT13,1208,SCO,12,25.4792995453,2007,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207543.625,457871.34375,60.7467575776,-0.94029306777,2007,10
740,1208X4,1208RPT14,1208,SCO,12,38.0,1978,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207907.375,457959.65625,60.7500099579,-0.938565655095,1978,10
741,1208X4,1208RPT25,1208,SCO,12,83.9583892822,1998,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207907.375,457959.65625,60.7500099579,-0.938565655095,1998,10
742,1208X4,1208RPT14,1208,SCO,12,87.1856307983,2007,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207907.375,457959.65625,60.7500099579,-0.938565655095,2007,10
743,1209X1,1209RPT6,1209,SCO,12,96.4153366089,1998,SILT,ALL,NONE,1217160.625,460564.21875,60.8326829705,-0.887919946962,1998,8
744,1209X1,1209RPT6,1209,SCO,12,95.8684082031,2007,SILT,ALL,NONE,1217160.625,460564.21875,60.8326829705,-0.887919946962,2007,8
745,1209X2,1209RPT7,1209,SCO,12,81.1102905273,2007,SILT,ALL,NONE,1217401.25,460336.53125,60.8348774356,-0.892032078306,2007,8
746,1209X2,1209RPT7,1209,SCO,12,95.7535018921,1998,SILT,ALL,NONE,1217401.25,460336.53125,60.8348774356,-0.892032078306,1998,8
747,1209X3,1209RPT8,1209,SCO,8,70.4806365967,1998,SILT,ALL,NONE,1217843.375,460215.03125,60.8388644293,-0.894129404718,1998,8
748,1209X3,1209RPT8,1209,SCO,8,70.0484771729,2007,SILT,ALL,NONE,1217843.375,460215.03125,60.8388644293,-0.894129404718,2007,8
749,1209X4,1209RPT9,1209,SCO,12,95.9657287598,1998,SILT,ALL,NONE,1217770.625,460659.46875,60.8381439323,-0.885978021644,1998,12
750,1209X4,1209RPT9,1209,SCO,12,95.1904602051,2007,SILT,ALL,NONE,1217770.625,460659.46875,60.8381439323,-0.885978021644,2007,12
751,1209X5,1209RPT10,1209,SCO,12,78.950881958,1998,SILT,ALL,NONE,1217341.125,460823.375,60.8342636612,-0.883097975674,1998,12
752,1209X5,1209RPT10,1209,SCO,12,96.0,1978,SILT,ALL,NONE,1217341.125,460823.375,60.8342636612,-0.883097975674,1978,12
753,1209X5,1209RPT10,1209,SCO,12,95.962272644,2007,SILT,ALL,NONE,1217341.125,460823.375,60.8342636612,-0.883097975674,2007,12
754,120X2,120RPT26,120,ENG,1,4.65880489349,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127777.625,567692.25,51.0249123082,0.389792969366,2007,3
755,120X3,120RPT27,120,ENG,5,6.33395814896,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127234.5,567884.0625,51.0199767561,0.392274372331,2007,4
756,120X4,120RPT28,120,ENG,5,6.8341460228,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127099.398438,567526.25,51.0188672274,0.387115159239,2007,4
757,120X5,120RPT29,120,ENG,6,4.58136701584,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127386.59375,567266.25,51.021523144,0.383544026079,2007,6
758,1212X1,1212RPT22,1212,ENG,6,20.4969501495,2007,UNKN,MEDIUM TO HEAVY,NONE,502854.875,357224.09375,54.4193235681,-2.66070905779,2007,4
759,1212X2,1212RPT23,1212,ENG,8,90.8358230591,2007,MUD,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,502805.25,357698.9375,54.4189174311,-2.65338486961,2007,8
760,1212X3,1212RPT24,1212,ENG,6,11.2792396545,2007,UNKN,ALL,NONE,502431.84375,357264.0,54.4155253934,-2.66003302821,2007,4
761,1212X4,1212RPT25,1212,ENG,8,25.8254299164,2007,UNKN,MEDIUM TO HEAVY,NONE,502359.25,357846.8125,54.4149217886,-2.65104269063,2007,8
762,1212X5,1212RPT26,1212,ENG,6,9.10433101654,2007,UNKN,ALL,NONE,502159.59375,357639.28125,54.4131103058,-2.65421171664,2007,4
763,1213X1,1213RPT18,1213,ENG,6,12.4248695374,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),502773.0,372173.75,54.4196286317,-2.43032760319,2007,4
764,1213X2,1213RPT19,1213,ENG,6,25.3097705841,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),502686.09375,372578.03125,54.4188696723,-2.42408949806,2007,4
765,1213X3,1213RPT20,1213,ENG,8,57.1693000793,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),502280.71875,372251.59375,54.4152088831,-2.42908177807,2007,11
766,1213X4,1213RPT21,1213,ENG,6,12.5415802002,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),502146.21875,372718.4375,54.4140255161,-2.42187598985,2007,8
767,1213X5,1213RPT22,1213,ENG,6,12.848400116,2007,UNKN,ALL,NONE,502388.40625,372894.125,54.4162114315,-2.41919120817,2007,8
768,1214X1,1214RPT16,1214,ENG,8,49.6586494446,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,NONE,502854.6875,387225.5625,54.4209668579,-2.1983756578,2007,12
769,1214X2,1214RPT17,1214,ENG,12,95.5335769653,2007,SILT,ALL,NONE,502771.4375,387691.8125,54.4202302922,-2.1911867955,2007,12
770,1214X4,1214RPT19,1214,ENG,12,85.8860473633,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),502151.375,387658.09375,54.4146569789,-2.19168037843,2007,12
771,1214X5,1214RPT20,1214,ENG,8,76.0403366089,2007,SAND,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,NONE,502420.34375,387796.625,54.4170775673,-2.18955696959,2007,8
772,1215X1,1215RPT13,1215,ENG,8,36.6509399414,2007,UNKN,MEDIUM TO LIGHT(SILTY),NONE,502865.125,402150.78125,54.4212198908,-1.9683614825,2007,11
773,1215X2,1215RPT14,1215,ENG,10,12.2672595978,2007,SAND,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,NONE,502688.25,402670.53125,54.4196279653,-1.96035304935,2007,12
774,1215X3,1215RPT15,1215,ENG,9,14.1335096359,2007,MUD,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,502390.625,402218.78125,54.4169552705,-1.96731689066,2007,2
775,1215X4,1215RPT16,1215,ENG,8,10.5278701782,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),VARIABLE(HIGH),502139.03125,402626.3125,54.4146923404,-1.96103914211,2007,7
776,1215X5,1215RPT17,1215,ENG,10,17.9804897308,2007,MUD,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,502333.9375,402854.34375,54.4164427976,-1.95752365294,2007,11
777,1216X1,1216RPT24,1216,ENG,5,8.17382335663,1998,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502853.0625,417243.8125,54.4208271376,-1.73576226113,1998,4
778,1216X1,1216RPT24,1216,ENG,5,7.18260288239,2007,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502853.0625,417243.8125,54.4208271376,-1.73576226113,2007,4
779,1216X1,1216RPT24,1216,ENG,5,5.0,1978,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502853.0625,417243.8125,54.4208271376,-1.73576226113,1978,4
780,1216X2,1216RPT25,1216,ENG,1,6.0,1978,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502776.03125,417687.375,54.4201197349,-1.72893113238,1978,1
781,1216X2,1216RPT25,1216,ENG,1,52.1653709412,1998,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502776.03125,417687.375,54.4201197349,-1.72893113238,1998,1
782,1216X2,1216RPT25,1216,ENG,1,13.7972602844,2007,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502776.03125,417687.375,54.4201197349,-1.72893113238,2007,1
783,1216X3,1216RPT26,1216,ENG,4,4.49104881287,1998,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502413.3125,417358.96875,54.4168712491,-1.7340131565,1998,3
784,1216X3,1216RPT26,1216,ENG,4,4.42931890488,2007,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502413.3125,417358.96875,54.4168712491,-1.7340131565,2007,3
785,1216X4,1216RPT27,1216,ENG,1,6.65879011154,2007,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502253.25,417636.25,54.4154233048,-1.72974987863,2007,1
786,1216X4,1216RPT27,1216,ENG,1,5.94373416901,1998,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502253.25,417636.25,54.4154233048,-1.72974987863,1998,1
787,1216X4,1216RPT27,1216,ENG,1,7.0,1978,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502253.25,417636.25,54.4154233048,-1.72974987863,1978,1
788,1216X5,1216RPT28,1216,ENG,4,5.0,1978,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502304.90625,417877.96875,54.4158791556,-1.72602217698,1978,3
789,1216X5,1216RPT28,1216,ENG,4,5.19143199921,2007,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502304.90625,417877.96875,54.4158791556,-1.72602217698,2007,3
790,1216X5,1216RPT28,1216,ENG,4,5.07923603058,1998,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502304.90625,417877.96875,54.4158791556,-1.72602217698,1998,3
791,1219X1,1219RPT16,1219,ENG,10,91.8486480713,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502887.53125,462231.3125,54.4176327247,-1.04251872301,2007,12
792,1219X1,1219RPT16,1219,ENG,10,91.0792922974,1998,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502887.53125,462231.3125,54.4176327247,-1.04251872301,1998,12
793,1219X1,1219RPT16,1219,ENG,10,96.0,1978,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502887.53125,462231.3125,54.4176327247,-1.04251872301,1978,12
794,1219X2,1219RPT17,1219,ENG,10,79.6921920776,2007,UNKN,HEAVY TO MEDIUM,VARIABLE(HIGH),502658.4375,462660.3125,54.4155215882,-1.03595713245,2007,12
795,1219X2,1219RPT17,1219,ENG,10,22.0,1978,UNKN,HEAVY TO MEDIUM,VARIABLE(HIGH),502658.4375,462660.3125,54.4155215882,-1.03595713245,1978,12
796,1219X2,1219RPT17,1219,ENG,10,51.8656692505,1998,UNKN,HEAVY TO MEDIUM,VARIABLE(HIGH),502658.4375,462660.3125,54.4155215882,-1.03595713245,1998,12
797,1219X3,1219RPT18,1219,ENG,10,93.0,1978,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502403.8125,462268.96875,54.4132815376,-1.04203983953,1978,12
798,1219X3,1219RPT18,1219,ENG,10,92.9961624146,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502403.8125,462268.96875,54.4132815376,-1.04203983953,2007,12
799,1219X3,1219RPT18,1219,ENG,10,95.0320663452,1998,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502403.8125,462268.96875,54.4132815376,-1.04203983953,1998,12
800,1219X4,1219RPT19,1219,ENG,10,27.7631893158,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502263.5625,462642.5625,54.4119755091,-1.03631380535,2007,12
801,1219X4,1219RPT19,1219,ENG,10,82.1145172119,1998,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502263.5625,462642.5625,54.4119755091,-1.03631380535,1998,12
802,1219X4,1219RPT19,1219,ENG,10,89.0,1978,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502263.5625,462642.5625,54.4119755091,-1.03631380535,1978,12
803,1219X5,1219RPT20,1219,ENG,10,65.1572189331,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502391.5625,462817.53125,54.4131041542,-1.03359127125,2007,12
804,1219X5,1219RPT20,1219,ENG,10,10.4657001495,1998,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502391.5625,462817.53125,54.4131041542,-1.03359127125,1998,12
805,1219X5,1219RPT20,1219,ENG,10,95.0,1978,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502391.5625,462817.53125,54.4131041542,-1.03359127125,1978,12
806,121X1,121RPT29,121,ENG,5,4.0,1978,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127878.765625,582216.4375,51.0214046109,0.596729597746,1978,3
807,121X1,121RPT29,121,ENG,5,8.32431507111,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127878.765625,582216.4375,51.0214046109,0.596729597746,2007,3
808,121X1,121RPT29,121,ENG,5,7.85042905807,1998,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127878.765625,582216.4375,51.0214046109,0.596729597746,1998,3
809,121X2,121RPT30,121,ENG,6,7.96329879761,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127811.179688,582718.375,51.0206383263,0.603844467743,2007,3
810,121X2,121RPT30,121,ENG,6,4.0,1978,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127811.179688,582718.375,51.0206383263,0.603844467743,1978,3
811,121X2,121RPT42,121,ENG,5,8.90996265411,1998,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127811.179688,582718.375,51.0206383263,0.603844467743,1998,3
812,121X3,121RPT31,121,ENG,4,5.04201698303,1998,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127402.960938,582094.8125,51.0171689692,0.594758611147,1998,3
813,121X3,121RPT31,121,ENG,4,4.16818380356,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127402.960938,582094.8125,51.0171689692,0.594758611147,2007,3
814,121X4,121RPT43,121,ENG,4,6.40240716934,1998,UNKN,HEAVY,NONE,127182.945312,582649.75,51.0150167235,0.602550971425,1998,3
815,121X4,121RPT32,121,ENG,4,7.0,1978,UNKN,HEAVY,NONE,127182.945312,582649.75,51.0150167235,0.602550971425,1978,3
816,121X4,121RPT32,121,ENG,4,3.13236999512,2007,UNKN,HEAVY,NONE,127182.945312,582649.75,51.0150167235,0.602550971425,2007,3
817,121X5,121RPT33,121,ENG,5,6.23249006271,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127376.65625,582931.0,51.0166674863,0.606653752365,2007,3
818,121X5,121RPT33,121,ENG,5,7.58627796173,1998,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127376.65625,582931.0,51.0166674863,0.606653752365,1998,3
